AcX,AcY,AcZ,GyX,GyY,GyZ,time
-1336,-16780,-2580,525,-333,1635,124204
-1680,-17208,-2352,64,-1483,979,124225
-468,-16668,-3224,73,-1284,1410,124246
-744,-15836,-2920,-78,-1395,2670,124267
-1816,-16296,-2760,160,-2811,2353,124288
-1744,-17404,-2608,-240,-3178,3096,124309
-388,-9184,-1320,544,-4823,-5314,124330
-3820,-18224,-3508,-231,-2688,5258,124351
388,-16940,-2288,1375,-5246,8278,124372
720,-17812,-1732,1539,-3933,10538,124393
1284,-19304,-3532,2577,-3401,13602,124414
1016,-21020,-4120,3691,-3484,16404,124435
1972,-23188,-3872,4218,-5489,18680,124456
4472,-23564,-3632,6138,-6113,22280,124477
4760,-28768,-3236,4905,-5026,26179,124498
5452,-29240,-4856,4483,-7336,27126,124519
7048,-32768,-2040,5510,-9847,28747,124540
8520,-31368,-7236,7841,-14517,26563,124561
5260,-22596,-11180,4501,-10173,24594,124582
-8736,-16832,-8676,-1189,-98,24204,124603
-13080,-9872,3588,5694,-15400,15943,124624
4920,-6792,-7508,2033,-30909,-11734,124645
20896,832,-488,1014,-22464,-12881,124666
15124,-1216,-2088,-7804,8733,-18140,124687
2632,-6992,-2636,-10145,18513,-23909,124708
-2008,-10256,-2844,-10561,17433,-28813,124729
-2536,-13424,-2184,-10819,14443,-32768,124750
-5700,-18124,2204,-10059,10602,-32768,124771
-10796,-18564,3220,-8711,3269,-32768,124792
-4956,-19700,252,-7886,-1947,-32768,124813
-3784,-21076,-1096,-9122,1504,-32768,124834
-2996,-22604,116,-9706,5079,-32768,124855
-4884,-25956,1964,-9549,6911,-32768,124876
-7872,-25892,2444,-8639,6029,-32768,124897
-8992,-27188,1172,-7115,8616,-30935,124918
-13716,-24272,-2288,-7211,13232,-23755,124939
-16156,-22528,-2096,-6384,14725,-15421,124960
-19088,-22628,-1964,-3235,8649,-5252,124981
-28136,-18184,-3328,-1165,5277,1603,125002
-31188,-21372,-1868,-2492,-3612,11114,125023
-15744,-18892,3820,2566,-9080,13742,125044
18688,-12028,-3648,1182,-13486,15891,125065
32767,-32768,-3688,-9335,8168,-2684,125086
-6248,-1240,-12756,433,9995,32767,125107
-31508,-31960,15532,-2095,4244,18820,125128
8044,-6848,-6368,-31,-14068,11529,125149
180,-19512,-2404,-2294,-2974,7902,125170
5728,-20644,-4032,-3668,-5931,10885,125191
-1416,-14328,-3344,-1842,-736,10833,125212
-764,-15544,-5200,2009,-2829,10277,125233
-36,-18276,-5440,382,-1736,8797,125254
-2948,-15320,-4092,1228,-2336,6116,125275
-848,-16072,-3704,1211,-3267,3229,125296
-520,-16144,-3008,1287,-1579,2907,125317
-716,-16572,-2916,1490,-1198,2972,125338
-1140,-15804,-3420,1212,-2525,3177,125359
-996,-15668,-4516,629,-2455,3417,125380
-224,-16648,-3772,792,-2639,3115,125401
-1260,-12864,-5640,-111,-2504,6498,125422
-1428,-15564,-3472,393,-4325,4790,125443
-272,-17536,-3484,776,-4684,5319,125464
-7424,-14288,-632,836,-1806,7563,125487
-6112,-16384,412,1160,-2564,8225,125508
-504,-18564,-2356,1461,-4760,10167,125529
3984,-19180,-3240,524,-3731,8205,125550
272,-20776,-1968,2269,-1001,12804,125571
-2140,-23116,-2724,2807,-2089,17993,125592
532,-21872,-4044,3816,-5150,19440,125613
1952,-21188,-5052,3566,-6450,18331,125634
4488,-27800,-4380,4974,-9540,23161,125655
5852,-27476,-4124,5287,-12591,24009,125676
8992,-32768,-4036,6661,-13429,26369,125697
10792,-31748,-3920,9311,-15036,24561,125718
7140,-21592,-9196,6947,-12835,21810,125739
-2452,-16764,-12412,-43,0,22218,125760
-16560,2676,-13508,9982,7910,22612,125781
-9860,-1464,4796,-6976,-4272,-4282,125802
2232,-13268,1872,5184,-19059,-16216,125823
13120,1232,-2764,1969,-13757,-19168,125844
9536,-1116,-3036,-5273,1155,-29830,125865
-900,-8400,-1700,-8204,7238,-32768,125886
-1952,-11664,-924,-9455,594,-32768,125907
1824,-13800,-1580,-12267,-1701,-32768,125928
724,-18048,280,-15088,2153,-32768,125949
-1696,-23544,2876,-15245,4325,-32768,125970
-2088,-28416,1816,-13838,4860,-32768,125991
-2700,-25824,1436,-13644,6398,-32768,126012
-3688,-30224,-1300,-13802,8319,-32768,126033
-7124,-31568,-1444,-12737,13457,-32768,126054
-8672,-32768,3172,-9047,24567,-29505,126075
-15320,-27796,-1652,-6424,31447,-19585,126096
-20716,-21488,-6612,-2915,21908,-8176,126117
-30284,-16716,-6696,-2591,19865,5861,126138
-32768,-18988,-2660,-2033,18271,28223,126159
-23012,-26740,4116,-856,-10069,21028,126180
19576,-27212,-3656,95,-26286,4841,126201
18536,-2704,-5748,-3347,697,11791,126222
-1592,-4240,-4852,-10689,12963,32767,126243
-8276,-32768,-3284,-970,5915,14257,126264
4484,-9788,-7472,-4936,-9535,15373,126285
828,-17600,400,-7693,1537,10299,126306
1080,-17736,-4800,-4391,-5095,10172,126327
2232,-17068,-3512,-3285,-1255,10069,126348
3020,-17912,-3892,-1681,-20,12519,126369
-160,-16628,-3372,379,-163,12306,126390
-1704,-17364,-2616,-751,-3325,8251,126411
748,-16328,-2680,114,-2837,7381,126432
-532,-16496,-2380,37,-1701,6202,126453
-1164,-16212,-2124,-288,-1642,4852,126474
-1124,-16232,-2904,-483,-2098,3540,126495
-568,-15000,-4004,-93,-2834,3935,126516
-1372,-16296,-2892,-701,-3155,2771,126537
-1212,-12600,200,-15,-4189,748,126558
-616,-17596,-3940,-396,-3134,3962,126579
2660,-15624,-5552,-1368,-3446,2743,126600
-3396,-17784,-2736,-161,-3082,5508,126621
1724,-16280,-3536,736,-6089,8714,126642
724,-18816,-2140,166,-3841,11129,126663
252,-18920,-1208,942,-4496,13479,126684
1644,-18856,-3600,1546,-3781,16223,126705
-412,-20048,-4176,2148,-3773,17696,126726
1508,-23752,-4280,3533,-6587,20497,126747
3564,-25636,-3728,3605,-7518,23319,126768
2692,-27476,-752,4398,-8081,25217,126789
4932,-31012,-2140,5787,-11060,24901,126810
11380,-27656,-4988,6653,-12779,24647,126833
8588,-24492,-3416,6460,-11115,20878,126854
5248,-17620,-9484,5946,-8158,19153,126875
30880,-32768,-12744,6125,3744,14027,126896
-16512,4752,-4624,11852,25274,18656,126917
-17520,-3824,2736,-9522,-460,-10777,126938
2812,-15092,3220,6778,-32520,-22910,126959
16924,3608,-1696,634,-19748,-22656,126980
10200,-4856,-4288,-5786,2696,-28218,127001
-3000,-11552,284,-7426,4862,-30494,127022
-4000,-13656,20,-7616,-4546,-32768,127043
1784,-13684,-1316,-10852,-2535,-32768,127064
592,-21052,1452,-12328,3702,-32768,127085
-1668,-23820,3152,-11672,5788,-32768,127106
-496,-24352,752,-10923,8305,-32768,127127
-3252,-25508,-464,-10615,9740,-32768,127148
-4820,-27628,-1604,-9503,8801,-32768,127169
-5284,-28760,-1344,-9049,10682,-32768,127190
-7716,-27868,-1676,-7673,14873,-30538,127211
-13376,-25800,-944,-5710,18254,-21332,127232
-18372,-21588,-5336,-4337,19411,-12863,127253
-24500,-18596,-3460,-3059,15144,-853,127274
-29180,-15892,-6440,-1964,11650,15329,127295
-32768,-19308,-4624,-2530,7414,27074,127316
4196,-23232,11220,3863,-29589,17335,127337
32767,-27336,-18868,321,-6642,-4232,127358
-8992,-8016,-11264,-7917,11737,30397,127379
-3112,-30100,12152,-5375,-6616,22639,127400
2516,-14264,6568,-7805,2789,18267,127421
-2012,-21168,-1400,-5826,-375,12908,127442
3536,-17700,-7688,-3377,-3714,12888,127463
2852,-14592,-5164,761,-368,15670,127484
-2436,-15508,-3504,80,24,13207,127505
-1048,-17604,-2680,-184,-1317,10385,127526
-1820,-16228,-2620,755,-1935,8871,127547
-2668,-16164,-2980,469,-2044,6065,127568
-1944,-15640,-2440,238,-1755,3911,127589
-1712,-16064,-2176,253,-1787,2883,127610
-1312,-16472,-2880,469,-1660,2510,127631
-1384,-16076,-3472,660,-1831,2635,127652
-1876,-16236,-3640,973,-2363,2700,127673
-1676,-15328,-2580,932,-2929,3508,127694
-1648,-16076,-2472,660,-3202,3591,127715
-1832,-16028,-2696,704,-2730,4732,127736
-1704,-15576,-1912,1006,-3130,6058,127757
-660,-17000,-3000,1698,-3207,8295,127778
-1784,-17184,-1488,1868,-3746,11066,127799
-748,-18276,-708,2224,-4416,14165,127820
-476,-18180,-2204,1814,-3134,14652,127841
-7116,-13032,3456,1766,-2015,14577,127862
-3216,-14040,-3604,-312,-4280,9969,127883
-5620,-23248,-3764,2081,-3238,15340,127904
-3948,-27248,-2588,2282,-4534,17214,127925
3772,-29572,-6672,4464,-10785,19643,127946
3448,-26760,-5680,3950,-7017,22290,127967
-1500,-23448,-2276,4692,-9545,19389,127988
-2528,-17996,-5256,5764,-13105,16207,128009
-6932,-11560,-8536,716,-3690,17267,128030
-9024,-8912,-5068,4747,-1696,11630,128051
-6108,-8460,1788,735,-13814,-435,128072
8828,-1992,-700,4915,-25365,-13319,128093
14432,-2212,212,-150,-5310,-13037,128114
1696,-5572,872,-3694,8618,-17772,128135
-4740,-9580,2184,-3794,9409,-21151,128156
